geneID	GO
TRINITY_DN201893_c0_g1_i1	NA
TRINITY_DN201894_c0_g1_i1	NA
TRINITY_DN201898_c0_g1_i1	NA
TRINITY_DN201907_c0_g1_i1	NA
TRINITY_DN201915_c0_g1_i1	NA
TRINITY_DN201916_c0_g1_i1	NA
TRINITY_DN201917_c0_g1_i1	GO:0005886;GO:0008074;GO:0000166;GO:0004016;GO:0004383;GO:0006182;GO:0007165
TRINITY_DN201918_c0_g1_i1	GO:0016020
TRINITY_DN201920_c0_g1_i1	NA
TRINITY_DN201921_c0_g1_i1	NA
TRINITY_DN201924_c0_g1_i1	NA
TRINITY_DN201926_c0_g1_i1	NA
TRINITY_DN201933_c0_g1_i1	NA
TRINITY_DN201934_c0_g1_i1	NA
TRINITY_DN201936_c0_g1_i1	NA
TRINITY_DN201940_c0_g1_i1	NA
TRINITY_DN201942_c0_g1_i1	NA
TRINITY_DN201954_c0_g1_i1	GO:0030286;GO:0003777;GO:0005524;GO:0016887;GO:0007018
TRINITY_DN201962_c0_g1_i1	NA
TRINITY_DN201970_c0_g1_i1	GO:0005871;GO:0005874;GO:0003777;GO:0005524;GO:0008017;GO:0016887;GO:0007018
TRINITY_DN201978_c0_g1_i1	NA
TRINITY_DN201985_c0_g1_i1	NA
TRINITY_DN201986_c0_g1_i1	NA
TRINITY_DN201994_c0_g1_i1	NA
TRINITY_DN202001_c0_g1_i1	GO:0005488;GO:0016491
TRINITY_DN202022_c0_g1_i1	GO:0005634;GO:0005829;GO:0042645;GO:0043209;GO:0003690;GO:0003697;GO:0003994;GO:0005506;GO:0051539;GO:0000002;GO:0006099
TRINITY_DN202026_c0_g1_i1	NA
TRINITY_DN202029_c0_g1_i1	GO:0005488
TRINITY_DN202052_c0_g1_i1	GO:0005654;GO:0005739;GO:0003924
TRINITY_DN202055_c0_g1_i1	GO:0003904;GO:0000719
TRINITY_DN202065_c0_g1_i1	NA
TRINITY_DN202071_c0_g1_i1	GO:0000062;GO:0003995;GO:0009055;GO:0050660;GO:0052890;GO:0033539;GO:0055088
TRINITY_DN202078_c0_g1_i1	GO:0005634;GO:0001078;GO:0003677;GO:0000122;GO:0002052;GO:0007219;GO:0007540;GO:0007549;GO:0008344;GO:0008345;GO:0045840;GO:0048813
TRINITY_DN202084_c0_g1_i1	NA
TRINITY_DN202085_c0_g1_i1	NA
TRINITY_DN202087_c0_g1_i1	NA
TRINITY_DN202092_c0_g1_i1	NA
TRINITY_DN202102_c0_g1_i1	GO:0003700;GO:0005488;GO:0016740
TRINITY_DN202117_c0_g1_i1	GO:0005768;GO:0032593;GO:0004767;GO:0005525;GO:0007264;GO:0030100
TRINITY_DN202119_c0_g1_i1	NA
TRINITY_DN202120_c0_g1_i1	GO:0005794;GO:0005525;GO:0007264
TRINITY_DN202122_c0_g1_i1	GO:0005730;GO:0005737;GO:0071204;GO:0003677;GO:0003723;GO:0005515;GO:0006351;GO:0006355;GO:0006396;GO:0006417;GO:0050686
TRINITY_DN202123_c0_g1_i1	NA
TRINITY_DN202161_c0_g1_i1	NA
TRINITY_DN202171_c0_g1_i1	NA
TRINITY_DN202180_c0_g1_i1	GO:0000346;GO:0005681;GO:0005687;GO:0005688;GO:0005737;GO:0016020;GO:0016363;GO:0016607;GO:0004004;GO:0005524;GO:0017070;GO:0030621;GO:0032403;GO:0042802;GO:0043008;GO:0000245;GO:0006974;GO:0010501;GO:0032786;GO:0045727;GO:0046784;GO:0061051;GO:1904707;GO:2000002;GO:2000573
TRINITY_DN202189_c0_g1_i1	GO:0000166;GO:0017111
TRINITY_DN202196_c0_g1_i1	NA
TRINITY_DN202197_c0_g1_i1	NA
TRINITY_DN202203_c0_g1_i1	NA
TRINITY_DN202208_c0_g1_i1	NA
TRINITY_DN202231_c0_g1_i1	NA
TRINITY_DN202234_c0_g1_i1	GO:0044444
TRINITY_DN202242_c0_g1_i1	NA
TRINITY_DN202270_c0_g1_i1	NA
TRINITY_DN202276_c0_g1_i1	GO:0005506;GO:0010181;GO:0016040;GO:0050660;GO:0051536;GO:0006537;GO:0055114
TRINITY_DN202278_c0_g1_i1	NA
TRINITY_DN202279_c0_g1_i1	GO:0003824;GO:0042802;GO:0006807
TRINITY_DN202283_c0_g1_i1	NA
TRINITY_DN202295_c0_g1_i1	NA
TRINITY_DN202306_c0_g1_i1	NA
TRINITY_DN202313_c0_g1_i1	NA
TRINITY_DN202321_c0_g1_i1	NA
TRINITY_DN202341_c0_g1_i1	NA
TRINITY_DN202354_c0_g1_i1	GO:0007399
TRINITY_DN202366_c0_g1_i1	NA
TRINITY_DN202371_c0_g1_i1	GO:0004553;GO:0008152
TRINITY_DN202375_c0_g1_i1	GO:0005509
TRINITY_DN202379_c0_g1_i1	NA
TRINITY_DN202387_c0_g1_i1	GO:0022627;GO:0003723;GO:0003735;GO:0000028;GO:0006412
TRINITY_DN202399_c0_g1_i1	NA
TRINITY_DN202400_c0_g1_i1	GO:0016491;GO:0044710
TRINITY_DN202429_c0_g1_i1	NA
TRINITY_DN202434_c0_g1_i1	NA
TRINITY_DN202447_c0_g1_i1	NA
TRINITY_DN202449_c0_g1_i1	NA
TRINITY_DN202454_c0_g1_i1	GO:0005829;GO:0005955;GO:0042383;GO:0004721;GO:0019899;GO:0019904;GO:0043130;GO:0046872;GO:0001569;GO:0001837;GO:0006470;GO:0007507;GO:0022011;GO:0033173;GO:0045944;GO:0051531;GO:0051533;GO:0060487
TRINITY_DN202456_c0_g1_i1	NA
TRINITY_DN202468_c0_g1_i1	NA
TRINITY_DN202472_c0_g1_i1	NA
TRINITY_DN202477_c0_g1_i1	GO:0004497;GO:0016705;GO:0046872
TRINITY_DN202484_c0_g2_i1	NA
TRINITY_DN202494_c0_g1_i1	GO:0000220;GO:0016021;GO:0046961;GO:0007042;GO:0015991
TRINITY_DN202495_c0_g1_i1	NA
TRINITY_DN202503_c0_g1_i1	GO:0016020
TRINITY_DN202509_c0_g1_i1	NA
TRINITY_DN202510_c0_g1_i1	GO:0005737;GO:0061598;GO:0061599;GO:0006777;GO:0018315;GO:0072579
TRINITY_DN202517_c0_g1_i1	GO:0005654;GO:0003727;GO:0000381
TRINITY_DN202519_c0_g1_i1	NA
TRINITY_DN202521_c0_g1_i1	GO:0005634;GO:0003779;GO:0016709;GO:0046872;GO:0071949;GO:0030042
TRINITY_DN202522_c0_g1_i1	GO:0005634;GO:0016020;GO:0022627;GO:0003684;GO:0003723;GO:0003735;GO:0008534;GO:0006281;GO:0006412
TRINITY_DN202523_c0_g1_i1	GO:0016020;GO:0030529;GO:0043229
TRINITY_DN202531_c0_g1_i1	GO:0000421;GO:0005634;GO:0005829;GO:0033110;GO:0000747;GO:0006914;GO:0006995;GO:0015031
TRINITY_DN202535_c0_g1_i1	NA
TRINITY_DN202546_c0_g1_i1	NA
TRINITY_DN202558_c0_g1_i1	NA
TRINITY_DN202560_c0_g1_i1	NA
TRINITY_DN202572_c0_g1_i1	NA
TRINITY_DN202573_c0_g1_i1	NA
TRINITY_DN202604_c0_g1_i1	GO:0005739;GO:0005829;GO:0004326;GO:0005524;GO:0006536;GO:0006730;GO:0008283;GO:0046901
TRINITY_DN202614_c0_g1_i1	NA
TRINITY_DN202622_c0_g1_i1	GO:0005737;GO:0005515;GO:0061630;GO:0006511;GO:0007420;GO:0031398;GO:0042752;GO:0044702;GO:0051865;GO:0070936;GO:2000058
TRINITY_DN202635_c0_g1_i1	NA
TRINITY_DN202641_c0_g1_i1	GO:0005654;GO:0005724;GO:0005730;GO:0005737;GO:0003682;GO:0003714;GO:0003950;GO:0003956;GO:0005515;GO:0008270;GO:0046969;GO:0070403;GO:0003247;GO:0006284;GO:0006471;GO:0008285;GO:0010569;GO:0031648;GO:0031667;GO:0042593;GO:0045820;GO:0045892;GO:0046325;GO:0048146;GO:0061647;GO:1990619;GO:2000648
TRINITY_DN202645_c0_g1_i1	NA
TRINITY_DN202651_c0_g1_i1	GO:0005737
TRINITY_DN202653_c0_g1_i1	GO:0044237;GO:0044238;GO:0044699;GO:0071704
TRINITY_DN202657_c0_g1_i1	NA
TRINITY_DN202658_c0_g1_i1	NA
TRINITY_DN202659_c0_g1_i1	NA
TRINITY_DN202691_c0_g1_i1	NA
TRINITY_DN202699_c0_g1_i1	GO:0005524;GO:0016887
TRINITY_DN202712_c0_g1_i1	NA
TRINITY_DN202724_c0_g1_i1	GO:0005829;GO:0097543;GO:0097546;GO:0005515;GO:0001947;GO:0003283;GO:0006629;GO:0007163;GO:0030198;GO:0030324;GO:0030814;GO:0035469;GO:0045494;GO:0048496;GO:0060027;GO:0060287;GO:0060993;GO:0071908;GO:0071909;GO:0071910;GO:0072189;GO:0090090;GO:1905515;GO:2000167
TRINITY_DN202729_c0_g1_i1	GO:0005856;GO:0042995;GO:0005515;GO:0030036;GO:0044087;GO:0051130
TRINITY_DN202730_c0_g1_i1	NA
TRINITY_DN202737_c0_g1_i1	NA
TRINITY_DN202742_c0_g1_i1	NA
TRINITY_DN202751_c0_g1_i1	GO:0006810
TRINITY_DN202753_c0_g1_i1	NA
TRINITY_DN202763_c0_g1_i1	NA
TRINITY_DN202766_c0_g1_i1	NA
TRINITY_DN202782_c0_g1_i1	GO:0016491
TRINITY_DN202783_c0_g1_i1	GO:0030286;GO:0003777;GO:0005509;GO:0005524;GO:0007018
TRINITY_DN202786_c0_g1_i1	NA
TRINITY_DN202791_c0_g1_i1	NA
TRINITY_DN202801_c0_g1_i1	NA
TRINITY_DN202810_c0_g1_i1	NA
TRINITY_DN202812_c0_g1_i1	NA
TRINITY_DN202834_c0_g1_i1	NA
TRINITY_DN202845_c0_g1_i1	GO:0016020;GO:0008643
TRINITY_DN202855_c0_g1_i1	NA
TRINITY_DN202862_c0_g1_i1	NA
TRINITY_DN202866_c0_g1_i1	GO:0016021;GO:0005244;GO:0071805
TRINITY_DN202874_c0_g1_i1	NA
TRINITY_DN202875_c0_g1_i1	GO:0016787
TRINITY_DN202887_c0_g1_i1	NA
TRINITY_DN202889_c0_g1_i1	NA
TRINITY_DN202895_c0_g1_i1	NA
TRINITY_DN202901_c0_g1_i1	NA
TRINITY_DN202908_c0_g1_i1	GO:0000938;GO:0032588;GO:0048471;GO:0019905;GO:0006896;GO:0007041;GO:0040007;GO:0042147;GO:0048873;GO:0050881;GO:0060052
TRINITY_DN202911_c0_g1_i1	NA
TRINITY_DN202916_c0_g1_i1	NA
TRINITY_DN202917_c0_g1_i1	NA
TRINITY_DN202929_c0_g1_i1	NA
TRINITY_DN202945_c0_g1_i1	GO:0016020
TRINITY_DN202956_c0_g1_i1	NA
TRINITY_DN202958_c0_g1_i1	NA
TRINITY_DN202959_c0_g1_i1	GO:0032040;GO:0034388;GO:0000462
TRINITY_DN202965_c0_g1_i1	NA
TRINITY_DN202976_c0_g1_i1	GO:0000176;GO:0005703;GO:0005705;GO:0035101;GO:0035327;GO:0035363;GO:0003676;GO:0003682;GO:0002805;GO:0006366;GO:0030707;GO:0032968
TRINITY_DN202989_c0_g1_i1	NA
TRINITY_DN203010_c0_g1_i1	NA
TRINITY_DN203029_c0_g1_i1	NA
TRINITY_DN203030_c0_g1_i1	NA
TRINITY_DN203062_c0_g1_i1	NA
TRINITY_DN203069_c0_g1_i1	NA
TRINITY_DN203079_c0_g1_i1	NA
TRINITY_DN203089_c0_g1_i1	NA
TRINITY_DN203097_c0_g1_i1	NA
TRINITY_DN203109_c0_g1_i1	NA
TRINITY_DN203114_c0_g1_i1	NA
TRINITY_DN203121_c0_g1_i1	NA
TRINITY_DN203127_c0_g1_i1	GO:0015630;GO:0044430;GO:0000166;GO:0003777;GO:0007018;GO:0022618;GO:0070925
TRINITY_DN203136_c0_g1_i1	GO:0003824;GO:0044255
TRINITY_DN203140_c0_g1_i1	GO:0005634;GO:0043565;GO:0006355
TRINITY_DN203142_c0_g1_i1	NA
TRINITY_DN203152_c0_g1_i1	GO:0005634;GO:0005739;GO:0003676;GO:0005524;GO:0042803;GO:0050560;GO:0006418
TRINITY_DN203158_c0_g1_i1	NA
TRINITY_DN203167_c0_g1_i1	NA
TRINITY_DN203168_c0_g1_i1	GO:0003978;GO:0006012
TRINITY_DN203169_c0_g1_i1	GO:0003351;GO:0018095;GO:0035082
TRINITY_DN203172_c0_g1_i1	NA
TRINITY_DN203182_c0_g1_i1	NA
TRINITY_DN203185_c0_g1_i1	NA
TRINITY_DN203189_c0_g1_i1	GO:0003857;GO:0006631;GO:0055114
TRINITY_DN203191_c0_g1_i1	NA
TRINITY_DN203196_c0_g1_i1	NA
TRINITY_DN203209_c0_g1_i1	GO:0005654;GO:0005737;GO:0000166;GO:0003676;GO:0003755;GO:0000413;GO:0006457
TRINITY_DN203212_c0_g1_i1	NA
TRINITY_DN203228_c0_g1_i1	NA
TRINITY_DN203233_c0_g1_i1	NA
TRINITY_DN203234_c0_g1_i1	GO:0016020;GO:0000166;GO:0016887;GO:0006810
TRINITY_DN203266_c0_g1_i1	NA
TRINITY_DN203271_c0_g1_i1	GO:0005634;GO:0016020;GO:0030687;GO:0019843;GO:0000027
TRINITY_DN203273_c0_g1_i1	NA
TRINITY_DN203286_c0_g1_i1	GO:0005886;GO:0005216;GO:0005515;GO:0006811;GO:0055085
TRINITY_DN203296_c0_g1_i1	NA
TRINITY_DN203300_c0_g1_i1	GO:0000166;GO:0016301;GO:0016310
TRINITY_DN203322_c0_g1_i1	NA
TRINITY_DN203332_c0_g1_i1	GO:0005643;GO:0005488;GO:0006913;GO:0033036;GO:0071702
TRINITY_DN203333_c0_g1_i1	NA
TRINITY_DN203349_c0_g1_i1	NA
TRINITY_DN203358_c0_g1_i1	NA
TRINITY_DN203367_c0_g1_i1	GO:0044424;GO:0005488;GO:0016874;GO:0006412;GO:0044763
TRINITY_DN203368_c0_g1_i1	GO:0044424
TRINITY_DN203384_c0_g1_i1	GO:0005654;GO:0005667;GO:0000981;GO:0043565;GO:0044212;GO:0046982;GO:0000122;GO:0000902;GO:0001701;GO:0006351;GO:0007517;GO:0016458;GO:0018991;GO:0021778;GO:0030163;GO:0032332;GO:0040011;GO:0040025;GO:0040035;GO:0045026;GO:0045944;GO:0048664;GO:0048708;GO:0048821;GO:0051216;GO:0055007;GO:0055059;GO:0071560;GO:2000726;GO:2000741
TRINITY_DN203405_c0_g1_i1	GO:0005634;GO:0005829;GO:0016021;GO:0016226;GO:0034087
TRINITY_DN203426_c0_g1_i1	NA
TRINITY_DN203443_c0_g1_i1	GO:0008081;GO:0006810;GO:0050789
TRINITY_DN203452_c0_g1_i1	NA
TRINITY_DN203458_c0_g1_i1	NA
TRINITY_DN203460_c0_g1_i1	NA
TRINITY_DN203466_c0_g1_i1	NA
TRINITY_DN203471_c0_g1_i1	NA
TRINITY_DN203489_c0_g1_i1	GO:0016787
TRINITY_DN203504_c0_g1_i1	NA
TRINITY_DN203506_c0_g1_i1	NA
TRINITY_DN203507_c0_g1_i1	NA
TRINITY_DN203514_c0_g1_i1	GO:0043167
TRINITY_DN203526_c0_g1_i1	GO:0005739;GO:0016491;GO:0097159;GO:1901363;GO:0008152
TRINITY_DN203539_c0_g1_i1	NA
TRINITY_DN203541_c0_g1_i1	NA
TRINITY_DN203549_c0_g1_i1	NA
TRINITY_DN203551_c0_g1_i1	NA
TRINITY_DN203572_c0_g1_i1	NA
TRINITY_DN203582_c0_g1_i1	NA
TRINITY_DN203586_c0_g1_i1	NA
TRINITY_DN203590_c0_g1_i1	GO:0005681
TRINITY_DN203598_c0_g1_i1	NA
TRINITY_DN203611_c0_g1_i1	GO:0005856;GO:0005929
TRINITY_DN203623_c0_g1_i1	NA
TRINITY_DN203627_c0_g1_i1	NA
TRINITY_DN203632_c0_g1_i1	GO:0015935;GO:0019013;GO:0032040;GO:0034457;GO:0003735;GO:0019843;GO:0030515;GO:0006364;GO:0045903
TRINITY_DN203633_c0_g1_i1	NA
TRINITY_DN203637_c0_g1_i1	NA
TRINITY_DN203639_c0_g1_i1	NA
TRINITY_DN203641_c0_g1_i1	NA
TRINITY_DN203645_c0_g1_i1	NA
TRINITY_DN203660_c0_g1_i1	NA
TRINITY_DN203668_c0_g1_i1	GO:0044424;GO:0008233
TRINITY_DN203669_c0_g1_i1	GO:0016020
TRINITY_DN203671_c0_g1_i1	NA
TRINITY_DN203682_c0_g1_i1	NA
TRINITY_DN203697_c0_g1_i1	GO:0001726;GO:0005765;GO:0005829;GO:0005886;GO:0005902;GO:0033180;GO:0042470;GO:0043209;GO:0070062;GO:0005524;GO:0016820;GO:0015991;GO:0046034
TRINITY_DN203712_c0_g1_i1	NA
TRINITY_DN203722_c0_g1_i1	NA
TRINITY_DN203728_c0_g1_i1	GO:0048513;GO:0060271
TRINITY_DN203729_c0_g1_i1	GO:0016740;GO:0008152
TRINITY_DN203742_c0_g1_i1	NA
TRINITY_DN203748_c0_g1_i1	NA
TRINITY_DN203768_c0_g1_i1	NA
TRINITY_DN203770_c0_g1_i1	NA
TRINITY_DN203774_c0_g1_i1	GO:0000974;GO:0005654;GO:0005681;GO:0016020;GO:0019899;GO:0000398;GO:0016445;GO:0043065
TRINITY_DN203775_c0_g1_i1	GO:0005903;GO:0016021;GO:1990357;GO:0005515;GO:0001951;GO:0007015;GO:0030033;GO:0032532;GO:0040018;GO:0090004;GO:1902896
TRINITY_DN203807_c0_g1_i1	NA
TRINITY_DN203817_c0_g1_i1	NA
TRINITY_DN203853_c0_g1_i1	NA
TRINITY_DN203857_c0_g1_i1	NA
TRINITY_DN203872_c0_g1_i1	GO:0008483;GO:0006520
TRINITY_DN203881_c0_g1_i1	GO:0032991;GO:0044444
TRINITY_DN203891_c0_g1_i1	NA
TRINITY_DN203896_c0_g1_i1	NA
TRINITY_DN203900_c0_g1_i1	NA
TRINITY_DN203908_c0_g1_i1	NA
TRINITY_DN203910_c0_g1_i1	GO:0005930;GO:0016020;GO:0034464;GO:0036064;GO:0008104;GO:0046907
TRINITY_DN203913_c0_g1_i1	NA
TRINITY_DN203930_c0_g1_i1	NA
TRINITY_DN203946_c0_g1_i1	NA
TRINITY_DN203955_c0_g1_i1	NA
TRINITY_DN203965_c0_g1_i1	GO:0005634;GO:0016020;GO:0016740;GO:0006281;GO:0016567
TRINITY_DN203976_c0_g1_i1	NA
TRINITY_DN203980_c0_g1_i1	GO:0005783;GO:0016020;GO:0016788
TRINITY_DN204008_c0_g1_i1	NA
TRINITY_DN204030_c0_g1_i1	NA
TRINITY_DN204036_c0_g1_i1	GO:0016020;GO:0005488;GO:0015672;GO:0030001;GO:0034220;GO:0044763
TRINITY_DN204038_c0_g1_i1	GO:0005634;GO:0005737;GO:0005839;GO:0004298;GO:0051603
TRINITY_DN204041_c0_g1_i1	NA
TRINITY_DN204042_c0_g1_i1	GO:0016787;GO:0005975
TRINITY_DN204044_c0_g1_i1	NA
TRINITY_DN204055_c0_g1_i1	NA
TRINITY_DN204060_c0_g1_i1	NA
TRINITY_DN204065_c0_g1_i1	GO:0005840
TRINITY_DN204084_c0_g1_i1	NA
TRINITY_DN204103_c0_g1_i1	NA
TRINITY_DN204120_c0_g1_i1	NA
TRINITY_DN204142_c0_g1_i1	NA
TRINITY_DN204148_c0_g1_i1	NA
TRINITY_DN204156_c0_g1_i1	NA
TRINITY_DN204170_c0_g1_i1	GO:0005737;GO:0005925;GO:0015629;GO:0031625;GO:0051015;GO:0016043;GO:0044763;GO:1900026
TRINITY_DN204185_c0_g1_i1	NA
TRINITY_DN204187_c0_g1_i1	NA
TRINITY_DN204216_c0_g1_i1	NA
TRINITY_DN204222_c0_g1_i1	NA
TRINITY_DN204226_c0_g1_i1	NA
TRINITY_DN204228_c0_g1_i1	GO:0000153;GO:0005829;GO:0016874;GO:0019776;GO:0019777;GO:0000045;GO:0000422;GO:0006464;GO:0015031;GO:0043653;GO:0044804
TRINITY_DN204242_c0_g1_i1	GO:0044424;GO:1902494;GO:0003824;GO:0006511
TRINITY_DN204261_c0_g1_i1	GO:0016020;GO:0016887;GO:0022857
TRINITY_DN204304_c0_g1_i1	GO:0004527;GO:0005488;GO:0016070;GO:0090305
TRINITY_DN204307_c0_g1_i1	GO:0005929
TRINITY_DN204312_c0_g1_i1	NA
TRINITY_DN204314_c0_g1_i1	NA
TRINITY_DN204325_c0_g1_i1	NA
TRINITY_DN204332_c0_g1_i1	NA
TRINITY_DN204396_c0_g1_i1	NA
TRINITY_DN204398_c0_g1_i1	GO:0005694;GO:0031981;GO:0003677;GO:0003917;GO:0003918;GO:0006265
TRINITY_DN204415_c0_g1_i1	NA
TRINITY_DN204416_c0_g1_i1	NA
TRINITY_DN204439_c0_g1_i1	GO:0005794;GO:0016020;GO:0016409;GO:0046872;GO:0018345
TRINITY_DN204448_c0_g1_i1	NA
TRINITY_DN204453_c0_g1_i1	NA
TRINITY_DN204460_c0_g1_i1	NA
TRINITY_DN204489_c0_g1_i1	NA
TRINITY_DN204514_c0_g1_i1	NA
TRINITY_DN204526_c0_g1_i1	GO:0016020;GO:0044464;GO:0000166;GO:0007165
TRINITY_DN204530_c0_g1_i1	NA
TRINITY_DN204559_c0_g1_i1	NA
TRINITY_DN204560_c0_g1_i1	NA
TRINITY_DN204575_c0_g1_i1	NA
TRINITY_DN204585_c0_g1_i1	GO:0016021
TRINITY_DN204586_c0_g1_i1	NA
TRINITY_DN204588_c0_g1_i1	NA
TRINITY_DN204594_c0_g1_i1	NA
TRINITY_DN204604_c0_g1_i1	GO:0005730;GO:0005743;GO:0042645;GO:0043234;GO:0004070;GO:0004087;GO:0004088;GO:0004151;GO:0004175;GO:0005509;GO:0005524;GO:0005543;GO:0016595;GO:0032403;GO:0072341;GO:0000050;GO:0005980;GO:0006207;GO:0006508;GO:0006526;GO:0006541;GO:0007494;GO:0009636;GO:0010043;GO:0014075;GO:0019240;GO:0019433;GO:0032094;GO:0032496;GO:0042493;GO:0042594;GO:0043200;GO:0044344;GO:0045909;GO:0046209;GO:0050667;GO:0055081;GO:0060416;GO:0070365;GO:0070409;GO:0071320;GO:0071377;GO:0071400;GO:0071548
TRINITY_DN204610_c0_g1_i1	GO:0004721;GO:0006470
TRINITY_DN204612_c0_g1_i1	NA
TRINITY_DN204626_c0_g1_i1	NA
TRINITY_DN204635_c0_g1_i1	NA
TRINITY_DN204643_c0_g1_i1	GO:0005509;GO:0000226;GO:0022027
TRINITY_DN204651_c0_g1_i1	NA
TRINITY_DN204654_c0_g1_i1	NA
TRINITY_DN204675_c0_g1_i1	GO:0005739;GO:0016491;GO:0055114
TRINITY_DN204676_c0_g1_i1	NA
TRINITY_DN204684_c0_g1_i1	GO:0005737;GO:0004175;GO:0008234;GO:0006464;GO:0006508;GO:0006914;GO:0006996;GO:0015031
TRINITY_DN204685_c0_g1_i1	NA
TRINITY_DN204699_c0_g1_i1	GO:0016740
TRINITY_DN204706_c0_g1_i1	NA
TRINITY_DN204719_c0_g1_i1	GO:0006810
TRINITY_DN204721_c0_g1_i1	NA
TRINITY_DN204733_c0_g1_i1	NA
TRINITY_DN204736_c0_g1_i1	GO:0000932;GO:0005654;GO:0005829;GO:0019773;GO:0070062;GO:0004298;GO:0005515;GO:0000165;GO:0000209;GO:0002223;GO:0002479;GO:0006521;GO:0009615;GO:0031145;GO:0033209;GO:0038061;GO:0038095;GO:0043488;GO:0050852;GO:0051436;GO:0051437;GO:0060071;GO:0090090;GO:0090263
TRINITY_DN204737_c0_g1_i1	GO:0016787
TRINITY_DN204740_c0_g1_i1	GO:0016020;GO:0003676
TRINITY_DN204765_c0_g1_i1	NA
TRINITY_DN204805_c0_g1_i1	NA
TRINITY_DN204809_c0_g1_i1	NA
TRINITY_DN204840_c0_g1_i1	NA
TRINITY_DN204868_c0_g1_i1	NA
TRINITY_DN204896_c0_g1_i1	GO:0003723;GO:0010467;GO:0016070;GO:0032784;GO:0034645;GO:0044271
TRINITY_DN204910_c0_g1_i1	GO:0001891;GO:0005634;GO:0005739;GO:0005913;GO:0022627;GO:0030425;GO:0030496;GO:0043025;GO:0048471;GO:0070062;GO:1990630;GO:0001965;GO:0004871;GO:0004872;GO:0005080;GO:0005092;GO:0008200;GO:0008656;GO:0019903;GO:0030292;GO:0030971;GO:0032947;GO:0035591;GO:0042169;GO:0042803;GO:0043022;GO:0098641;GO:0000747;GO:0001403;GO:0001649;GO:0006412;GO:0006919;GO:0007205;GO:0007275;GO:0010255;GO:0010803;GO:0017148;GO:0030178;GO:0030308;GO:0030335;GO:0030822;GO:0031139;GO:0031954;GO:0032436;GO:0032464;GO:0032995;GO:0033137;GO:0034613;GO:0035556;GO:0042998;GO:0043473;GO:0043547;GO:0050765;GO:0051302;GO:0051343;GO:0051726;GO:0051898;GO:0051901;GO:0060733;GO:0071363;GO:1900102;GO:1903208;GO:2000114;GO:2000304;GO:2000543;GO:2001244
TRINITY_DN204918_c0_g1_i1	NA
TRINITY_DN204923_c0_g1_i1	GO:0005739;GO:0016020;GO:0005515;GO:0006915;GO:0043066;GO:0050896;GO:2001233
TRINITY_DN204990_c0_g1_i1	NA
TRINITY_DN204994_c0_g1_i1	NA
TRINITY_DN205026_c0_g1_i1	NA
TRINITY_DN205026_c0_g2_i1	NA
TRINITY_DN205041_c0_g1_i1	NA
TRINITY_DN205068_c0_g1_i1	NA
TRINITY_DN205080_c0_g1_i1	NA
TRINITY_DN205094_c0_g1_i1	NA
TRINITY_DN205129_c0_g1_i1	NA
TRINITY_DN205141_c0_g1_i1	GO:0005737;GO:0003677;GO:0004386;GO:0005524;GO:0008270;GO:0000184;GO:0043009
TRINITY_DN205149_c0_g1_i1	NA
TRINITY_DN205177_c0_g1_i1	NA
TRINITY_DN205206_c0_g1_i1	GO:0050794
TRINITY_DN205217_c0_g1_i1	GO:0003676;GO:0008270
TRINITY_DN205233_c0_g1_i1	NA
TRINITY_DN205241_c0_g1_i1	NA
TRINITY_DN205298_c0_g1_i1	GO:0000166;GO:0004672;GO:0016310
TRINITY_DN205356_c0_g1_i1	NA
TRINITY_DN205373_c0_g1_i1	NA
TRINITY_DN205407_c0_g1_i1	NA
TRINITY_DN205427_c0_g1_i1	NA
TRINITY_DN205434_c0_g1_i1	GO:0004029;GO:0004491;GO:0018478;GO:0055114
TRINITY_DN205448_c0_g1_i1	NA
TRINITY_DN205477_c0_g1_i1	NA
TRINITY_DN205479_c0_g1_i1	NA
TRINITY_DN205488_c0_g1_i1	GO:0005682;GO:0071013;GO:0003676;GO:0004004;GO:0005524;GO:0000375;GO:0010501
TRINITY_DN205514_c0_g1_i1	GO:0000808;GO:0044454;GO:0097159;GO:1901363;GO:0006260
TRINITY_DN205537_c0_g1_i1	NA
TRINITY_DN205542_c0_g1_i1	NA
TRINITY_DN205548_c0_g1_i1	NA
TRINITY_DN205578_c0_g1_i1	NA
TRINITY_DN205591_c0_g1_i1	GO:0000166;GO:0007165
TRINITY_DN205605_c0_g1_i1	NA
TRINITY_DN205642_c0_g1_i1	NA
TRINITY_DN205662_c0_g1_i1	NA
TRINITY_DN205664_c0_g1_i1	NA
TRINITY_DN205718_c0_g1_i1	NA
TRINITY_DN205721_c0_g1_i1	NA
TRINITY_DN205727_c0_g1_i1	NA
TRINITY_DN205748_c0_g1_i1	GO:0004672;GO:0016310;GO:0044238;GO:0071704
TRINITY_DN205765_c0_g1_i1	NA
TRINITY_DN205786_c0_g1_i1	GO:0005886;GO:0043227;GO:0044425;GO:0044444
TRINITY_DN205795_c0_g1_i1	NA
TRINITY_DN205801_c0_g1_i1	NA
TRINITY_DN205813_c0_g1_i1	GO:0005739;GO:0005829;GO:0005853;GO:0000049;GO:0003746;GO:0004813;GO:0005524;GO:0008270;GO:0016597;GO:0006400;GO:0006414;GO:0070143
TRINITY_DN205871_c0_g1_i1	NA
TRINITY_DN205884_c0_g1_i1	NA
TRINITY_DN205889_c0_g1_i1	NA
